text,audio_path
Someone is slowly opening a squeaky door across a wooden floor.,clotho_16k/Wood_Creeks.wav
A printer is rolling out some documents one after the other.,clotho_16k/Ringtone Amaryllis.wav
A printer is continuously rolling out some documents.,clotho_16k/Ringtone Amaryllis.wav
"Into the cabinet, several drawers are being pushed.",clotho_16k/Ringtone Amaryllis.wav
Repeated car door slamming with wood clanking together.,clotho_16k/Ringtone Amaryllis.wav
several drawers being pushed back into their cabinet,clotho_16k/Ringtone Amaryllis.wav
A machine lets out air and water drips then someone moves about.,clotho_16k/An Ukrainian kitchen. sound of the tic-tac of the clock. water drip.wav
A clanging sound with clashing of dishes and a male groans.,clotho_16k/An Ukrainian kitchen. sound of the tic-tac of the clock. water drip.wav
A leaky faucet dripping water onto something metal and somebody clearing their throat at the end.,clotho_16k/An Ukrainian kitchen. sound of the tic-tac of the clock. water drip.wav
Someone is clearing their throat as a leaky faucet is dripping water onto metal.,clotho_16k/An Ukrainian kitchen. sound of the tic-tac of the clock. water drip.wav
A banging noise with clanging of dishes and the grunting of a man.,clotho_16k/An Ukrainian kitchen. sound of the tic-tac of the clock. water drip.wav
A large water source flows and burbles constantly.,clotho_16k/creek_babbling.wav
"People chatter nearby, as a stream of bubbles splashes and flows.",clotho_16k/creek_babbling.wav
water slowly bubbles and flows down a stream.,clotho_16k/creek_babbling.wav
A fountain plays and splashes as a woman speaks softly in the background.,clotho_16k/creek_babbling.wav
A fountain plays and splashes as a woman is speaking softly in the background.,clotho_16k/creek_babbling.wav
Static comes in very soft and gets louder before it fades and comes in again.,clotho_16k/ovni respiratorio.wav
"Strange, static feedback fades in and out repeatedly.",clotho_16k/ovni respiratorio.wav
A radar is scanning the area every few seconds.,clotho_16k/ovni respiratorio.wav
"Weird, static feedback abates in and out over and over again.",clotho_16k/ovni respiratorio.wav
"A high pitched static sound, fluctuates between high and low volumes.",clotho_16k/ovni respiratorio.wav
A single cylinder motor idles along drowning out the bugs and birds chirping,clotho_16k/Ambience Afternoon.wav
Something metal clatters repeatedly as birds make strange chirps and other calls.,clotho_16k/Ambience Afternoon.wav
Crickets are chirping while an animal is honking.,clotho_16k/Ambience Afternoon.wav
A whole cacophony of animals and insects are crying out.,clotho_16k/Ambience Afternoon.wav
"Birds make strange chirps and other calls, something metal clatters repeatedly.",clotho_16k/Ambience Afternoon.wav
Heavy rain pours down in sheets without letting up at all.,clotho_16k/00264 hill creek 1.wav
It is all constant rainfall on water throughout the entirety,clotho_16k/00264 hill creek 1.wav
Without letting up at all heavy rain pours down.,clotho_16k/00264 hill creek 1.wav
The water from the waterfall is flowing downstream.,clotho_16k/00264 hill creek 1.wav
Rain falls at night on a frog puddle.,clotho_16k/00264 hill creek 1.wav
A stapler was punching against some paper for every few seconds.,clotho_16k/deadbolt lock.wav
Someone is using a hole pitcher to put holes in paper repeatedly.,clotho_16k/deadbolt lock.wav
Pieces of something is being pulled apart and snapped back together.,clotho_16k/deadbolt lock.wav
"Over and over, a person is slowly stapling papers again.",clotho_16k/deadbolt lock.wav
"Repeatedly , someone is using an office tool to put holes in paper.",clotho_16k/deadbolt lock.wav
"Machinery is running, a sewing machine runs also",clotho_16k/Toothing Machine.wav
A continuous banging which stops for a while then continues occurs as the rains are falling.,clotho_16k/Toothing Machine.wav
A sewing machine is running as well as some other machinery.,clotho_16k/Toothing Machine.wav
In a park outdoors a machine like pump dispensing liquid.,clotho_16k/Toothing Machine.wav
A machine is continuously running with spurts of rapid tapping.,clotho_16k/Toothing Machine.wav
A rhythmic beeping sound in a large indoor space.,clotho_16k/Pedestrians Crossing in Finland Sodankyla.wav
Beeping with multiple tones with short repetitions the entire time.,clotho_16k/Pedestrians Crossing in Finland Sodankyla.wav
an electronic street sign warning of walk or do not walk,clotho_16k/Pedestrians Crossing in Finland Sodankyla.wav
A beeping sound is rhythmic in a large indoor space.,clotho_16k/Pedestrians Crossing in Finland Sodankyla.wav
The beeps are several different tones which quickly repeat.,clotho_16k/Pedestrians Crossing in Finland Sodankyla.wav
The air is flowing quickly through a distant fan in the background.,clotho_16k/Distant Baling Machine.wav
Air flowing quickly through a distant fan in the background.,clotho_16k/Distant Baling Machine.wav
A machine echoes softly in a large room,clotho_16k/Distant Baling Machine.wav
A machine softly whirs in a echoey room.,clotho_16k/Distant Baling Machine.wav
A train is running steadily on its tracks.,clotho_16k/Distant Baling Machine.wav
Indistinct chatter of a group of people coupled with some of the light clacking.,clotho_16k/barNoisyAmbience.wav
"In a busy restaurant with plates and cutlery in the background, people are talking.",clotho_16k/barNoisyAmbience.wav
a conversation between two or more people in a noisy crowded area,clotho_16k/barNoisyAmbience.wav
People of a variety of ages talk to each other in a large group.,clotho_16k/barNoisyAmbience.wav
People talking in a busy restaurant with of plates and cutlery in the background.,clotho_16k/barNoisyAmbience.wav
"Over a background hiss, electronically generated  popping noises are played at varying tones.",clotho_16k/Dripdrop2.wav
Electronically generated popping noises are played at varying tones over a background hiss.,clotho_16k/Dripdrop2.wav
Popping occurs followed by rapid tapping and buzzing,clotho_16k/Dripdrop2.wav
"Different sound effects like tapping, bubbles popping and clicking are now being played.",clotho_16k/Dripdrop2.wav
"electronic clicking, mostly, with some electronic bubbles mixed in.",clotho_16k/Dripdrop2.wav
Liquid being poured and splashing into more liquid,clotho_16k/gurgle_water_in_pipe.wav
Water is running down the faucet into an container.,clotho_16k/gurgle_water_in_pipe.wav
Someone is pouring liquid into a tub which is half full.,clotho_16k/gurgle_water_in_pipe.wav
Running water in a sink with people in the background chatting.,clotho_16k/gurgle_water_in_pipe.wav
A man pees into a toilet while standing up.,clotho_16k/gurgle_water_in_pipe.wav
A volume of water runs by with a strong current as small wildlife remains active in the background.,clotho_16k/huge rain.wav
Air movement and vehicle noise is in the distance.,clotho_16k/huge rain.wav
A heavy volume of water runs by with a strong current as small wildlife remains active in the background.,clotho_16k/huge rain.wav
A couple of cars drive by while it rains outside.,clotho_16k/huge rain.wav
Air movement and vehicle noise in the distance.,clotho_16k/huge rain.wav
Static on a stereo or a similar device.,clotho_16k/002_78_rpm_vinyl_noise_44_16_lossless.wav
"Consistent, uninterrupted static with the occasional pop like a speaker going out.",clotho_16k/002_78_rpm_vinyl_noise_44_16_lossless.wav
White noise static is droning and crackling in the background,clotho_16k/002_78_rpm_vinyl_noise_44_16_lossless.wav
With the occasional pop like a speaker going out consistent uninterrupted static sounds.,clotho_16k/002_78_rpm_vinyl_noise_44_16_lossless.wav
white noise static drones and crackles in the background,clotho_16k/002_78_rpm_vinyl_noise_44_16_lossless.wav
Crickets are chirping intermittently and the air is blowing.,clotho_16k/Night Crickets Ambience on Rural Property.wav
A sunny and early morning where birds are chirping.,clotho_16k/Night Crickets Ambience on Rural Property.wav
A lot of birds peep to and fro in the trees..,clotho_16k/Night Crickets Ambience on Rural Property.wav
Birds are chirping on an early morning above the grass.,clotho_16k/Night Crickets Ambience on Rural Property.wav
"In the far distance, several birds chirp lowly.",clotho_16k/Night Crickets Ambience on Rural Property.wav
"People are driving around on a lake in a motorboat, with ducks quacking in the water.","clotho_16k/Seagulls, Ducks and Carp Fish Feeding Frenzy - Lake Mead, Nevada USA.wav"
"At the lake the water churns, ducks quack and birds chirps.","clotho_16k/Seagulls, Ducks and Carp Fish Feeding Frenzy - Lake Mead, Nevada USA.wav"
Time passes with squealing birds and sloshing water.,"clotho_16k/Seagulls, Ducks and Carp Fish Feeding Frenzy - Lake Mead, Nevada USA.wav"
The ocean waves splash while the seagulls chirp and the ducks quack.,"clotho_16k/Seagulls, Ducks and Carp Fish Feeding Frenzy - Lake Mead, Nevada USA.wav"
Water churns as ducks quack and birds chirp back and forth.,"clotho_16k/Seagulls, Ducks and Carp Fish Feeding Frenzy - Lake Mead, Nevada USA.wav"
At intervals an oiled object makes repeated popping sounds.,clotho_16k/Wobble paper.wav
Several bubbles popped in different ways over and over again.,clotho_16k/Wobble paper.wav
several different bubbles pop over and over again,clotho_16k/Wobble paper.wav
Plopping with a gradual increase in frequency over time with a slow down at the end.,clotho_16k/Wobble paper.wav
Plopping with a gradual increase in frequency over time is slowing down at the end.,clotho_16k/Wobble paper.wav
A blender runs for a moment before coming to a stop and pulsing a few more times briefly.,clotho_16k/blender ice crush.wav
"A blender turns off and back on, then it is running.",clotho_16k/blender ice crush.wav
"Someone is mixing items in a blender, then turning it off and then on again.",clotho_16k/blender ice crush.wav
"A blender being used for the first half, then again several times for shorter lengths of time.",clotho_16k/blender ice crush.wav
"Someone is mixing items in a blender, then turning it off and on again.",clotho_16k/blender ice crush.wav
several vehicles pass each other at a moderate pace.,clotho_16k/TRAFFIC SOUNDS.wav
Winds increase in intensity as the hurricane approaches,clotho_16k/TRAFFIC SOUNDS.wav
The vehicles pass one another at a moderate pace.,clotho_16k/TRAFFIC SOUNDS.wav
Large trucks drive by at increasing rates of their speed.,clotho_16k/TRAFFIC SOUNDS.wav
Cars are continuously passing by on this street.,clotho_16k/TRAFFIC SOUNDS.wav
Several times a loud spluttering occurs and then is followed by a loud whirring.,clotho_16k/Wire explosions _ vibrations (slow).wav
A rattling that happened loudly in three separate times.,clotho_16k/Wire explosions _ vibrations (slow).wav
A loud rattling that occurs three separate times.,clotho_16k/Wire explosions _ vibrations (slow).wav
A loud spluttering occurs several times and is followed by a loud whirring,clotho_16k/Wire explosions _ vibrations (slow).wav
The loud piece of wood or metal is repeatedly struck and let go and reverberates.,clotho_16k/Wire explosions _ vibrations (slow).wav
A metal rake is being pulled across a hard surface and wood is striking wood.,clotho_16k/boiling.wav
Wood striking wood sounds as a metal rake is pulled across a hard surface.,clotho_16k/boiling.wav
A person is carefully cleaning out their tin roof gutters.,clotho_16k/boiling.wav
"A person is scratching their back whilst wearing a jacket, then a tool is dropped",clotho_16k/boiling.wav
scratching and scrunching noise as time goes on,clotho_16k/boiling.wav
people talking to and over each other in a busy market.,clotho_16k/ typical neighborhood in Porto.wav
"A child and a man are speaking to each other, the man yells.",clotho_16k/ typical neighborhood in Porto.wav
People in a busy market talk to and about each other.,clotho_16k/ typical neighborhood in Porto.wav
"The man yells, as the child and the man are speaking to each other.",clotho_16k/ typical neighborhood in Porto.wav
A couple of people are talking back and forth.,clotho_16k/ typical neighborhood in Porto.wav
Someone is on a rocking chair on a porch rocking back and forth.,clotho_16k/Metal Skating Rink Door &amp; Handle.wav
